№;Город;Площадь м2;Год;Этажей;Адрес;Ссылка;result;postal_code;city_district;street_type_full;street;house_fias_id;house_kladr_id;house_cadnum;house_type_full;house;block_type_full;block;geo_lat;geo_lon
78;Магнитогорск;415.4;1960;2;ул. Аэродромная, 36;/chelyabinskaya-oblast/magnitogorsk/395503;Челябинская обл, г Магнитогорск, ул Аэродромная, д 36;455010;Орджоникидзевский;улица;Аэродромная;ef6415f3-4326-416f-ab6b-cb5941cf1a0d;7400000900000170013;74:33:1336007:301;дом;36;;;53.378759;59.098459
79;Магнитогорск;2893.7;1974;5;ул. Бахметьева, 1;/chelyabinskaya-oblast/magnitogorsk/537856;Челябинская обл, г Магнитогорск, ул Бахметьева, д 1;455005;Ленинский;улица;Бахметьева;383fb04c-e35a-4e44-9911-961ed08f6291;7400000900000300001;;дом;1;;;53.4637221;59.0648659
80;Магнитогорск;2637.4;1973;5;ул. Бахметьева, 3 корпус 1;/chelyabinskaya-oblast/magnitogorsk/537858;Челябинская обл, г Магнитогорск, ул Бахметьева, д 3 к 1;455005;Ленинский;улица;Бахметьева;8c7dc4ee-5e43-4d60-b016-a4707116b1f0;7400000900000300003;;дом;3;корпус;1;53.4641286;59.0657367
81;Магнитогорск;3146.1;1975;5;ул. Бахметьева, 3;/chelyabinskaya-oblast/magnitogorsk/537857;Челябинская обл, г Магнитогорск, ул Бахметьева, д 3;455005;Ленинский;улица;Бахметьева;37263308-585c-4439-bf5b-36f470a08ad7;7400000900000300002;74:33:1108001:777;дом;3;;;53.4640765;59.0658071
82;Магнитогорск;2617.9;1975;5;ул. Бахметьева, 5;/chelyabinskaya-oblast/magnitogorsk/537859;Челябинская обл, г Магнитогорск, ул Бахметьева, д 5;455005;Ленинский;улица;Бахметьева;c3705c4b-eaed-4e5b-9289-eea5c56e84db;7400000900000300004;74:33:1108001:803;дом;5;;;53.4644866;59.0666781
83;Магнитогорск;6540.3;1996;5;ул. Бахметьева, 6;/chelyabinskaya-oblast/magnitogorsk/537860;Челябинская обл, г Магнитогорск, ул Бахметьева, д 6;455005;Ленинский;улица;Бахметьева;8d46576b-fb77-49c3-b935-dedd43b40559;7400000900000300010;74:33:1108001:788;дом;6;;;53.4665082;59.0713225
84;Магнитогорск;1513.1;1969;3;ул. Бахметьева, 7;/chelyabinskaya-oblast/magnitogorsk/537861;Челябинская обл, г Магнитогорск, ул Бахметьева, д 7;455005;Ленинский;улица;Бахметьева;13f2e9d6-6e8f-404c-827d-ffaf12c3ba57;7400000900000300005;74:33:1108001:751;дом;7;;;53.4649288;59.0674598
85;Магнитогорск;571.9;1960;3;ул. Бахметьева, 9;/chelyabinskaya-oblast/magnitogorsk/537862;Челябинская обл, г Магнитогорск, ул Бахметьева, д 9;455005;Ленинский;улица;Бахметьева;c0d00227-a1b5-4609-8eac-fccfd704532a;7400000900000300006;74:33:1108001:758;дом;9;;;53.4652594;59.0677587
86;Магнитогорск;4934.1;1985;5;ул. Бахметьева, 12;/chelyabinskaya-oblast/magnitogorsk/537863;Челябинская обл, г Магнитогорск, ул Бахметьева, д 12;455005;Ленинский;улица;Бахметьева;62e0b1f0-d22a-426e-8c6e-086d009a40df;7400000900000300019;74:33:1108001:749;дом;12;;;53.4691777;59.075942
87;Магнитогорск;755.2;1957;2;ул. Бахметьева, 13;/chelyabinskaya-oblast/magnitogorsk/1315951;Челябинская обл, г Магнитогорск, ул Бахметьева, д 13;455005;Ленинский;улица;Бахметьева;50f56b2c-090b-474d-8f84-0ec3c957a2ff;7400000900000300009;74:33:1108001:1030;дом;13;;;53.4665004;59.0701252
88;Магнитогорск;4899;1985;5;ул. Бахметьева, 14;/chelyabinskaya-oblast/magnitogorsk/537865;Челябинская обл, г Магнитогорск, ул Бахметьева, д 14;455005;Ленинский;улица;Бахметьева;3db6abd3-eadf-4c55-8f68-89a8875fe2d8;7400000900000300020;;дом;14;;;53.4701242;59.0766707
89;Магнитогорск;635.1;1959;2;ул. Бахметьева, 15;/chelyabinskaya-oblast/magnitogorsk/537866;Челябинская обл, г Магнитогорск, ул Бахметьева, д 15;455005;Ленинский;улица;Бахметьева;483110e9-de2e-460d-8164-27f97424047c;7400000900000300011;74:33:1108001:792;дом;15;;;53.4665591;59.0709457
90;Магнитогорск;705.3;1957;2;ул. Бахметьева, 17;/chelyabinskaya-oblast/magnitogorsk/537867;Челябинская обл, г Магнитогорск, ул Бахметьева, д 17;455005;Ленинский;улица;Бахметьева;285377b7-87ea-4b9e-96e7-7746eb79c3f9;7400000900000300012;74:33:1108001:787;дом;17;;;53.4669711;59.0715646
91;Магнитогорск;635.1;1960;2;ул. Бахметьева, 19;/chelyabinskaya-oblast/magnitogorsk/537868;Челябинская обл, г Магнитогорск, ул Бахметьева, д 19;455005;Ленинский;улица;Бахметьева;93089817-b986-4d5e-a36a-52b5335380f9;7400000900000300013;74:33:1108001:534;дом;19;;;53.4673108;59.0723126
92;Магнитогорск;419.4;1954;2;ул. Бахметьева, 21;/chelyabinskaya-oblast/magnitogorsk/537869;Челябинская обл, г Магнитогорск, ул Бахметьева, д 21;455005;Ленинский;улица;Бахметьева;e9e5a4a0-58a2-4237-8439-ad0f7dcf709a;7400000900000300014;74:33:1108001:791;дом;21;;;53.4675939;59.0723561
93;Магнитогорск;419.2;1954;2;ул. Бахметьева, 23;/chelyabinskaya-oblast/magnitogorsk/537870;Челябинская обл, г Магнитогорск, ул Бахметьева, д 23;455005;Ленинский;улица;Бахметьева;213265a9-9d29-40af-964f-1e6baaa1da03;7400000900000300015;74:33:1108001:753;дом;23;;;53.4679275;59.0729499
94;Магнитогорск;2809.6;1993;5;ул. Бахметьева, 35;/chelyabinskaya-oblast/magnitogorsk/537871;Челябинская обл, г Магнитогорск, ул Бахметьева, д 35;455005;Ленинский;улица;Бахметьева;73652ed9-b4e2-4552-95a7-2b70914b7655;7400000900000300022;;дом;35;;;53.4715958;59.0766494
95;Магнитогорск;1117.1;1953;2;ул. Белинского, 83;/chelyabinskaya-oblast/magnitogorsk/857491;Челябинская обл, г Магнитогорск, ул Белинского, д 83;455017;Ленинский;улица;Белинского;2fd3d6da-fb6a-4c3a-af1d-f295e2fa5de7;7400000900000320043;;дом;83;;;53.419414;58.9510322
96;Магнитогорск;1172.9;1954;2;ул. Бестужева, 4;/chelyabinskaya-oblast/magnitogorsk/826405;Челябинская обл, г Магнитогорск, ул Бестужева, д 4;455017;Ленинский;улица;Бестужева;c566bc2e-fa61-4311-bfb9-0f7ee98d79b0;7400000900000340010;74:33:0205001:150;дом;4;;;53.4184771;58.9531621
97;Магнитогорск;1192.6;1954;3;ул. Бестужева, 10;/chelyabinskaya-oblast/magnitogorsk/826404;Челябинская обл, г Магнитогорск, ул Бестужева, д 10;455017;Ленинский;улица;Бестужева;d805eecb-19d6-4b3b-a3fd-de8ceea7acd8;7400000900000340013;74:33:0205001:149;дом;10;;;53.4190578;58.952046
98;Магнитогорск;2837.1;1988;5;ул. Бехтерева, 1;/chelyabinskaya-oblast/magnitogorsk/313376;Челябинская обл, г Магнитогорск, ул Бехтерева, д 1;455000;Ленинский;улица;Бехтерева;392d2096-6db9-4aed-a1dc-c68f7f38da30;7400000900000360001;;дом;1;;;53.4371485;59.0013086
99;Магнитогорск;2890.8;1988;5;ул. Бехтерева, 3;/chelyabinskaya-oblast/magnitogorsk/313377;Челябинская обл, г Магнитогорск, ул Бехтерева, д 3;455000;Ленинский;улица;Бехтерева;94bf8bd3-e102-40e7-aacf-a8e3df2a3e46;7400000900000360002;74:33:0123006:89;дом;3;;;53.4375429;58.9996191
100;Магнитогорск;3860.1;1989;5;ул. Бехтерева, 5;/chelyabinskaya-oblast/magnitogorsk/313378;Челябинская обл, г Магнитогорск, ул Бехтерева, д 5;455000;Ленинский;улица;Бехтерева;2b653d1d-ac7a-41a8-a32c-509fb729a5db;7400000900000360004;74:33:0123005:111;дом;5;;;53.4380852;58.9979104
101;Магнитогорск;4840.4;1980;9;ул. Бехтерева, 8;/chelyabinskaya-oblast/magnitogorsk/546219;Челябинская обл, г Магнитогорск, ул Бехтерева, д 8;455039;Ленинский;улица;Бехтерева;c70fe179-62c2-4e83-8904-00d90022aea4;7400000900000360005;;дом;8;;;53.4399287;58.9940877
102;Магнитогорск;5015.7;1980;9;ул. Бехтерева, 10;/chelyabinskaya-oblast/magnitogorsk/546220;Челябинская обл, г Магнитогорск, ул Бехтерева, д 10;455039;Ленинский;улица;Бехтерева;37852821-b559-46b3-84ca-2aca5c7f8765;7400000900000360006;74:33:0123004:88;дом;10;;;53.4404104;58.9936623
103;Магнитогорск;625.9;1961;2;ул. Бибишева, 16;/chelyabinskaya-oblast/magnitogorsk/395504;Челябинская обл, г Магнитогорск, ул Бибишева, д 16;455007;Орджоникидзевский;улица;Бибишева;3ab98503-6425-4c1a-b7c9-415109a8eba7;7400000900000370002;74:33:1306001:3735;дом;16;;;53.4422895;59.1009172
104;Магнитогорск;110.3;1958;1;ул. Бибишева, 31;/chelyabinskaya-oblast/magnitogorsk/540598;Челябинская обл, г Магнитогорск, ул Бибишева, д 31;455007;Орджоникидзевский;улица;Бибишева;5e9c41ea-431a-4abc-9d56-dd9101e5f22a;7400000900000370022;74:33:1306001:3705;дом;31;;;53.4431536;59.100534
105;Магнитогорск;193;1957;1;ул. Бибишева, 32;/chelyabinskaya-oblast/magnitogorsk/540599;Челябинская обл, г Магнитогорск, ул Бибишева, д 32;455007;Орджоникидзевский;улица;Бибишева;8243f677-9132-40a2-83d4-a884822c22fd;7400000900000370021;74:33:1306001:4717;дом;32;;;53.4424057;59.1047782
106;Магнитогорск;204;1961;1;ул. Бибишева, 34;/chelyabinskaya-oblast/magnitogorsk/540600;Челябинская обл, г Магнитогорск, ул Бибишева, д 34;455007;Орджоникидзевский;улица;Бибишева;c18045ca-3ca2-48d8-815d-fcbb023e3268;7400000900000370009;74:33:1306001:3704;дом;34;;;53.4426032;59.1053016
107;Магнитогорск;1142.4;1953;2;ул. Болотникова, 13;/chelyabinskaya-oblast/magnitogorsk/850781;Челябинская обл, г Магнитогорск, ул Болотникова, д 13;455017;Ленинский;улица;Болотникова;933661fa-7072-42bc-9e9e-a066f5d4e5b9;7400000900000400001;;дом;13;;;53.4210081;58.9565607
108;Магнитогорск;988;1953;2;ул. Болотникова, 21;/chelyabinskaya-oblast/magnitogorsk/918026;Челябинская обл, г Магнитогорск, ул Болотникова, д 21;455017;Ленинский;улица;Болотникова;9032f89b-4644-4c8c-ad41-7f55128e1189;7400000900000400025;74:33:0126022:1435;дом;21;;;53.4217582;58.95435
109;Магнитогорск;1026.4;1953;2;ул. Болотникова, 26;/chelyabinskaya-oblast/magnitogorsk/850784;Челябинская обл, г Магнитогорск, ул Болотникова, д 26;455017;Ленинский;улица;Болотникова;4a796c1d-ea84-4ae9-81e6-b8be2ab69f8c;7400000900000400006;74:33:0126022:2306;дом;26;;;53.422062;58.95452
110;Магнитогорск;3364;1981;5;ул. Бориса Ручьева, 1;/chelyabinskaya-oblast/magnitogorsk/540843;Челябинская обл, г Магнитогорск, ул Бориса Ручьева, д 1;455045;Орджоникидзевский;улица;Бориса Ручьева;5fff711c-ee79-4989-bf15-0498b9e32a5f;7400000900000440006;;дом;1;;;53.3704724;58.988465
111;Магнитогорск;4433.2;1981;5;ул. Бориса Ручьева, 3;/chelyabinskaya-oblast/magnitogorsk/475467;Челябинская обл, г Магнитогорск, ул Бориса Ручьева, д 3;455045;Орджоникидзевский;улица;Бориса Ручьева;7fb5abb5-135a-4544-9330-79775f4ecab4;7400000900000440007;74:33:0302003:253;дом;3;;;53.370474;58.9865105
112;Магнитогорск;914.5;1980;8;ул. Бориса Ручьева, 3 корпус а;/chelyabinskaya-oblast/magnitogorsk/1147917;Челябинская обл, г Магнитогорск, ул Бориса Ручьева, д 3 к а;455045;Орджоникидзевский;улица;Бориса Ручьева;11903c6c-9923-4031-bb98-3ee378aef22f;7400000900000440022;;дом;3;корпус;а;53.3704164;58.9865052
113;Магнитогорск;5355.9;1979;9;ул. Бориса Ручьева, 5;/chelyabinskaya-oblast/magnitogorsk/475469;Челябинская обл, г Магнитогорск, ул Бориса Ручьева, д 5;455045;Орджоникидзевский;улица;Бориса Ручьева;b3f46b81-ac64-48ba-9ff0-3b37f8e93dd5;7400000900000440010;;дом;5;;;53.3697346;58.9842596
