number,type_of_vehicle,object_type,name_stopping,the_official_name,location,routes,coordinates
196,Трамвай,Остановка,"Конечная станция ""Ул. Жени Егоровой""","Конечная станция ""Ул. Жени Егоровой""","Суздальский пр., Прокофьева ул.",21,"60.064710,30.317290"
197,Трамвай,Остановка,"Конечная станция ""Ул. Шаврова"" (посадки/высадки нет)","Конечная станция ""Ул. Шаврова"" (посадки/высадки нет)","Шаврова ул., Авиаконструкторов пр.","18,47,55","60.024472,30.233861"
198,Трамвай,Остановка,"Конечная станция ""Хасанская ул."" (посадки/высадки нет)","Конечная станция ""Хасанская ул."" (посадки/высадки нет)","Хасанская ул., Наставников пр.",8,"59.935500,30.483806"
199,Трамвай,Остановка,Корабельная ул.,Корабельная ул.,"Кронштадтская ул., Корабельная ул.","36,52,60","59.876000,30.254390"
200,Трамвай,Остановка,Корабельная ул.,Корабельная ул.,"Кронштадтская ул., Корабельная ул.",36,"59.876850,30.254330"
201,Трамвай,Остановка,Красногвардейская пл.,Красногвардейская пл.,"Новочеркасский пр., Красногвардейская пл.",10.23,"59.941353,30.408661"
202,Трамвай,Остановка,Красногвардейская пл.,Красногвардейская пл.,"Среднеохтинский пр., Красногвардейская пл.",10.23,"59.943986,30.412619"
203,Трамвай,Остановка,Кронверкский пр.,Кронверкский пр.,"проспект Добролюбова, Кронверкский проспект",6.4,"59.949400,30.306130"
204,Трамвай,Остановка,Кронштадтская пл.,Кронштадтская пл.,"проспект Стачек, Кронштадтская площадь",36.52,"59.851120,30.235060"
205,Трамвай,Остановка,Кронштадтская пл.,Кронштадтская пл.,"проспект Стачек, Кронштадтская площадь",36.52,"59.850950,30.234290"
206,Трамвай,Остановка,Кронштадтская ул.,Кронштадтская ул.,"Корабельная ул., Кронштадтская ул.",52.6,"59.876247,30.253794"
207,Трамвай,Остановка,Кузнецовская ул.,Кузнецовская ул.,"Московский пр., Кузнецовская ул.",29.45,"59.871470,30.320420"
208,Трамвай,Остановка,Кузнецовская ул.,Кузнецовская ул.,"Московский проспект, Кузнецовская улица",29.45,"59.871910,30.320160"
209,Трамвай,Остановка,Кузнечный пер.,Кузнечный пер.,"Лиговский, Кузнечный","16,25,49","59.926347,30.358200"
210,Трамвай,Остановка,Купчинская ул.,Купчинская ул.,"Ярослава Гашека ул., Купчинская ул.","25,43,45,62","59.832910,30.391910"
211,Трамвай,Остановка,Купчинская ул.,Купчинская ул.,"ул. Ярослава Гашека, ул. Купчинская",45.62,"59.833331,30.392850"
